200,0.810530086
201,0.83548233
202,0.871728749
203,0.898758357
204,0.909264565
205,0.917860554
206,0.930276982
207,0.945558739
208,0.962750716
209,0.978987584
210,0.992359121
211,1
212,1
213,0.991404011
214,0.974212034
215,0.948424069
216,0.912893983
217,0.867717287
218,0.813849093
219,0.75635148
220,0.700382044
221,0.651575931
222,0.613085005
223,0.585959885
224,0.569340974
225,0.561222541
226,0.559885387
227,0.563705826
228,0.571346705
229,0.58156638
230,0.593696275
231,0.607067813
232,0.62139446
233,0.63591213
234,0.650143266
235,0.663514804
236,0.675549188
237,0.686055396
238,0.694746896
239,0.70191022
240,0.70773639
241,0.712511939
242,0.716427889
243,0.719102197
244,0.72034384
245,0.719293219
246,0.715281757
247,0.707449857
248,0.69512894
249,0.677936963
250,0.655778415
251,0.628939828
252,0.597803247
253,0.562464183
254,0.52330468
255,0.481184336
256,0.43686724
257,0.391499522
258,0.346131805
259,0.302769819
260,0.262846227
261,0.227602674
262,0.197803247
263,0.174021012
264,0.156255969
265,0.144126074
266,0.13686724
267,0.133715377
268,0.133715377
269,0.136103152
270,0.140305635
271,0.145940783
272,0.152722063
273,0.160362942
274,0.168672397
275,0.17765043
276,0.187297039
277,0.197707736
278,0.2086915
279,0.220248329
280,0.232091691
281,0.244030564
282,0.255969436
283,0.267908309
284,0.280038204
285,0.292168099
286,0.304202483
287,0.316045845
288,0.327698185
289,0.339350525
290,0.350811843
291,0.362082139
292,0.372874881
293,0.383285578
294,0.39321872
295,0.402483286
296,0.410888252
297,0.418338109
298,0.425119389
299,0.431327603
300,0.437058262
301,0.442120344
302,0.446513849
303,0.450429799
304,0.453963706
305,0.457211079
306,0.459980898
307,0.462464183
308,0.464660936
309,0.466762178
310,0.468767908
311,0.470678128
312,0.472492837
313,0.474307545
314,0.476408787
315,0.478892073
316,0.481661891
317,0.484718243
318,0.488061127
319,0.491881566
320,0.496179561
321,0.50095511
322,0.506112703
323,0.511461318
324,0.517000955
325,0.522731614
326,0.528748806
327,0.53495702
328,0.541260745
329,0.547468959
330,0.553581662
331,0.559598854
332,0.565616046
333,0.571537727
334,0.577268386
335,0.582712512
336,0.587774594
337,0.59226361
338,0.596179561
339,0.599617956
340,0.602769819
341,0.605539637
342,0.607927412
343,0.610124164
344,0.611843362
345,0.612989494
346,0.613085005
347,0.612416428
348,0.611079274
349,0.609073543
350,0.606494747
351,0.603056351
352,0.598853868
353,0.593696275
354,0.587870105
355,0.58156638
356,0.575071633
357,0.568099331
358,0.560649475
359,0.552531041
360,0.544126074
361,0.535339064
362,0.526265521
363,0.516427889
364,0.505921681
365,0.494746896
366,0.483572111
367,0.472397326
368,0.46112703
369,0.449379179
370,0.437344795
371,0.4252149
372,0.413180516
373,0.401146132
374,0.388920726
375,0.376504298
376,0.363801337
377,0.351002865
378,0.338204394
379,0.325501433
380,0.312989494
381,0.300668577
382,0.288443171
383,0.276408787
384,0.264469914
385,0.252817574
386,0.241356256
387,0.23008596
388,0.219102197
389,0.208309456
390,0.197803247
391,0.187488061
392,0.177554919
393,0.168194842
394,0.159407832
395,0.151098376
396,0.142979943
397,0.135148042
398,0.127507163
399,0.120248329
400,0.113180516
401,0.106494747
402,0.1
403,0.093801337
404,0.087765043
405,0.082005731
406,0.0765234
407,0.071432665
408,0.066733524
409,0.062425979
410,0.058443171
411,0.054727794
412,0.051289398
413,0.048080229
414,0.045148042
415,0.04243553
416,0.039942693
417,0.037669532
418,0.035616046
419,0.033782235
420,0.032063037
421,0.030515759
422,0.02913085
423,0.027975167
424,0.026981853
425,0.026103152
426,0.025319962
427,0.024594078
428,0.023925501
429,0.023266476
430,0.022597899
431,0.021986628
432,0.021489971
433,0.021117479
434,0.020792741
435,0.020401146
436,0.02
437,0.019598854
438,0.019264565
439,0.018939828
440,0.018624642
441,0.018299904
442,0.017965616
443,0.017621777
444,0.017277937
445,0.016886342
446,0.016504298
447,0.016131805
448,0.015864374
449,0.015587393
450,0.01530086
451,0.014899713
452,0.014498567
453,0.014106972
454,0.013782235
455,0.013409742
456,0.013027698
457,0.012636103
458,0.012292264
459,0.011948424
460,0.011614136
461,0.011346705
462,0.011088825
463,0.010821394
464,0.010487106
465,0.010143266
466,0.009856734
467,0.009570201
468,0.009340974
469,0.009060172
470,0.008842407
471,0.008574976
472,0.008305635
473,0.007977077
474,0.007700096
475,0.00747851
476,0.007312321
477,0.007090735
478,0.00686915
479,0.006592168
480,0.006370583
481,0.006148997
482,0.006038204
483,0.005927412
484,0.005816619
485,0.00565043
486,0.005539637
487,0.005428844
488,0.005318052
489,0.005151862
490,0.00504107
491,0.004930277
492,0.004819484
493,0.004653295
494,0.004487106
495,0.004320917
496,0.004154728
497,0.004043935
498,0.003988539
499,0.003988539
500,0.003988539
501,0.003988539
502,0.003988539
503,0.003988539
504,0.003933142
505,0.00382235
506,0.00365616
507,0.003545368
508,0.003489971
509,0.003489971
510,0.003489971
511,0.003489971
512,0.003489971
513,0.003434575
514,0.003323782
515,0.003157593
516,0.0030468
517,0.002991404
518,0.002991404
519,0.002991404
520,0.002991404
521,0.002991404
522,0.002991404
523,0.002991404
524,0.002936008
525,0.002880611
526,0.002769819
527,0.002714422
528,0.002603629
529,0.002548233
530,0.002492837
531,0.002492837
532,0.002492837
533,0.002492837
534,0.002492837
535,0.002492837
536,0.002492837
537,0.002492837
538,0.002492837
539,0.002492837
540,0.002492837
541,0.002492837
542,0.002492837
543,0.002492837
544,0.002492837
545,0.002492837
546,0.002492837
547,0.002492837
548,0.002492837
549,0.002492837
550,0.002492837
551,0.002492837
552,0.002492837
553,0.002492837
554,0.002492837
555,0.002492837
556,0.002492837
557,0.002492837
558,0.002492837
559,0.002492837
560,0.002492837
561,0.002492837
562,0.002492837
563,0.002492837
564,0.002492837
565,0.002492837
566,0.002492837
567,0.002492837
568,0.002492837
569,0.002492837
570,0.002492837
571,0.002492837
572,0.002492837
573,0.002492837
574,0.002492837
575,0.002492837
576,0.002492837
577,0.002492837
578,0.002492837
579,0.002492837
580,0.002492837
581,0.002492837
582,0.002492837
583,0.002492837
584,0.002492837
585,0.002492837
586,0.002492837
587,0.002492837
588,0.002492837
589,0.002492837
590,0.002492837
591,0.002492837
592,0.002492837
593,0.002492837
594,0.002492837
595,0.002492837
596,0.002492837
597,0.002492837
598,0.002492837
599,0.002492837
600,0.002492837
601,0.002492837
602,0.002492837
603,0.002492837
604,0.002492837
605,0.002492837
606,0.002492837
607,0.002492837
608,0.00243744
609,0.002326648
610,0.002160458
611,0.002105062
612,0.002160458
613,0.002326648
614,0.00243744
615,0.002492837
616,0.002492837
617,0.002492837
618,0.002492837
619,0.00243744
620,0.002382044
621,0.002326648
622,0.002382044
623,0.00243744
624,0.002492837
625,0.002492837
626,0.00243744
627,0.002382044
628,0.002326648
629,0.002326648
630,0.002326648
631,0.002326648
632,0.002382044
633,0.00243744
634,0.002492837
635,0.002492837
636,0.002492837
637,0.002492837
638,0.00243744
639,0.002326648
640,0.002215855
641,0.002160458
642,0.002160458
643,0.002105062
644,0.002049666
645,0.001994269
646,0.001994269
647,0.001994269
648,0.001994269
649,0.001994269
650,0.001994269
651,0.001994269
652,0.001994269
653,0.001994269
654,0.001994269
655,0.001994269
656,0.001994269
657,0.001994269
658,0.001994269
659,0.001994269
660,0.001994269
661,0.001994269
662,0.001994269
663,0.001994269
664,0.001994269
665,0.001994269
666,0.001994269
667,0.001994269
668,0.001994269
669,0.001994269
670,0.001994269
671,0.001994269
672,0.001994269
673,0.001994269
674,0.001994269
675,0.001994269
676,0.001994269
677,0.001994269
678,0.001994269
679,0.001994269
680,0.001994269
681,0.001994269
682,0.001994269
683,0.001994269
684,0.001994269
685,0.001994269
686,0.001994269
687,0.001994269
688,0.001994269
689,0.001994269
690,0.001994269
691,0.001994269
692,0.001994269
693,0.001994269
694,0.001994269
695,0.001994269
696,0.001994269
697,0.001938873
698,0.001883477
699,0.001800382
700,0.001786533
